"player_name","name_in_home_country","date_of_birth","place_of_birth","age","height","citizenship","position","foot","player_agent","current_club","joined","contract_expires","date_of_last_contract_extension","outfitter","instagram","player_valuation","max_player_valuation","max_player_valuation_date","URL","contract_option","na","on_loan_from","contract_there_expires","twitter","facebook","x2nd_club","full_name","website","x3nd_club","date_of_death"
"Petar Kunic","Petar Kuni�","1993-07-15","Drvar","29",1.89,"Bosnia-Herzegovina","Attack - Centre-Forward","right","Rabona Sports&More","FK Radnik Surdulica","2022-08-16","2023-06-30",NA,NA,NA,NA,NA,"2018-12-07","https://www.transfermarkt.com/petar-kunic/profil/spieler/131735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luka Velikic","<U+041B><U+0443><U+043A><U+0430> <U+0412><U+0435><U+043B><U+0438><U+043A><U+0438><U+045B>","2001-01-01","Belgrad","22",1.8,"Serbia","Attack - Right Winger","left","Igor Gluscevic","FK Radnik Surdulica","2022-09-14","2025-06-30",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/luka-velikic/profil/spieler/574667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veljko Jovanovic","<U+0412><U+0435><U+0459><U+043A><U+043E> <U+0408><U+043E><U+0432><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","2001-07-02","Jagodina","21",1.92,"Serbia","Attack - Centre-Forward","right",NA,"FK Radnik Surdulica","2022-07-13","2023-06-30",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/veljko-jovanovic/profil/spieler/580490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jovan Andjelkovic",NA,"2004-04-23","Para�in","18",NA,"Serbia","Attack",NA,NA,"FK SFS Borac Paracin","2022-08-01","2023-06-30",NA,NA,NA,NA,NA,"2022-09-12","https://www.transfermarkt.com/jovan-andjelkovic/profil/spieler/974019",NA,NA,"FK Radnik Surdulica","-",NA,NA,NA,NA,NA,NA,NA
"Aleksa Milojevic","<U+0410><U+043B><U+0435><U+043A><U+0441><U+0430> <U+041C><U+0438><U+043B><U+043E><U+0458><U+0435><U+0432><U+0438><U+045B>","2000-01-08","Jagodina","23",1.86,"Serbia","Goalkeeper","right","F&L","FK Mladost GAT Novi Sad","2022-01-17","2023-06-30",NA,NA,NA,NA,NA,"2021-06-12","https://www.transfermarkt.com/aleksa-milojevic/profil/spieler/427819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marko Knezevic","<U+041C><U+0430><U+0440><U+043A><U+043E> <U+041A><U+043D><U+0435><U+0436><U+0435><U+0432><U+0438><U+045B>","1989-03-29","Belgrad","33",1.86,"Serbia","Goalkeeper","right",NA,"FK Mladost GAT Novi Sad","2022-08-10","2023-06-30",NA,NA,NA,NA,NA,"2019-01-14","https://www.transfermarkt.com/marko-knezevic/profil/spieler/60826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aleksa Slijepcevic","Aleksa Slijep�evi�","1997-03-21","Novi Sad","25",1.93,"Serbia","Goalkeeper","right",NA,"FK Vojvodina Backo Gradiste","2023-01-30",NA,NA,NA,NA,NA,NA,"2021-12-25","https://www.transfermarkt.com/aleksa-slijepcevic/profil/spieler/497008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefan Drazic",NA,"2001-11-12",NA,"21",1.95,"Serbia","Goalkeeper",NA,NA,"FK Mladost GAT Novi Sad","2022-01-25","2023-06-30",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/stefan-drazic/profil/spieler/699451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strahinja Tanasijevic","<U+0421><U+0442><U+0440><U+0430><U+0445><U+0438><U+045A><U+0430> <U+0422><U+0430><U+043D><U+0430><U+0441><U+0438><U+0458><U+0435><U+0432><U+0438><U+045B>","1997-06-12","Belgrad","25",1.83,"Serbia","Defender - Centre-Back","right",NA,"FK Mladost GAT Novi Sad","2022-09-14","2023-06-30",NA,NA,NA,NA,NA,"2021-12-25","https://www.transfermarkt.com/strahinja-tanasijevic/profil/spieler/400001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir Kovacevic",NA,"1992-11-11",NA,"30",1.9,"Serbia","Defender - Centre-Back","right",NA,"Dinamo Makhachkala","2023-01-09","2023-06-30",NA,NA,NA,NA,NA,"2018-01-09","https://www.transfermarkt.com/vladimir-kovacevic/profil/spieler/94317","both parties 1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emmanuel Hackman",NA,"1995-05-14","Accra","27",1.87,"Togo Ghana","Defender - Right-Back","right","SM-Desporto e Servi�os","FK Mladost GAT Novi Sad","2023-02-02",NA,NA,NA,NA,NA,NA,"2018-06-13","https://www.transfermarkt.com/emmanuel-hackman/profil/spieler/375039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikola Jankovic","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430> <U+0408><U+0430><U+043D><U+043A><U+043E><U+0432><U+0438><U+045B>","1993-06-07","Lazarevac","29",1.79,"Serbia","Defender - Right-Back","right","Lehmanns Management","FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,NA,NA,NA,"2015-06-15","https://www.transfermarkt.com/nikola-jankovic/profil/spieler/199443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bojan Mladjovic","<U+0411><U+043E><U+0458><U+0430><U+043D> <U+041C><U+043B><U+0430><U+0452><U+043E><U+0432><U+0438><U+045B>","1995-10-16","Kosovska Mitrovica","27",1.88,"Serbia","Defender - Centre-Back","left","Igor Gluscevic","Tobol Kostanay","2023-02-03","2023-12-31",NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/bojan-mladjovic/profil/spieler/526443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djordje Cosic","�or�e �osi�","1995-09-11","Sarajevo","27",1.87,"Bosnia-Herzegovina","Defender - Centre-Back","left","JK9 SPORT","FK Mladost GAT Novi Sad","2023-01-16","2023-12-31",NA,NA,NA,NA,NA,"2021-06-15","https://www.transfermarkt.com/djordje-cosic/profil/spieler/459507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikola Stankovic","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430> <U+0421><U+0442><U+0430><U+043D><U+043A><U+043E><U+0432><U+0438><U+045B>","1993-12-18","Sombor","29",1.79,"Serbia","Defender - Left-Back","both","no agent","Without Club","2023-01-01",NA,NA,NA,NA,NA,NA,"2019-01-14","https://www.transfermarkt.com/nikola-stankovic/profil/spieler/231932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milijan Ilic","<U+041C><U+0438><U+043B><U+0438><U+0458><U+0430><U+043D> <U+0418><U+043B><U+0438><U+045B>","1993-05-23","Sombor","29",1.8,"Serbia Croatia","Defender - Left-Back","left","F&L","FK Mladost GAT Novi Sad","2022-01-17","2023-06-30",NA,NA,NA,NA,NA,"2019-10-28","https://www.transfermarkt.com/milijan-ilic/profil/spieler/292868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Srdjan Grabez","<U+0421><U+0440><U+0452><U+0430><U+043D> <U+0413><U+0440><U+0430><U+0431><U+0435><U+0436>","1991-04-02","Apatin","31",1.86,"Serbia","Defender - Left-Back","left",NA,"FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,NA,NA,NA,"2019-10-28","https://www.transfermarkt.com/srdjan-grabez/profil/spieler/77595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marko Mandic","<U+041C><U+0430><U+0440><U+043A><U+043E> <U+041C><U+0430><U+043D><U+0434><U+0438><U+045B>","1999-03-11","Novi Sad","23",1.85,"Serbia","Defender - Right-Back","right","Ognjen Karisik","FK Mladost GAT Novi Sad","2022-07-01","2023-06-30",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/marko-mandic/profil/spieler/585794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dusan Mijic","Du�an Miji�","1993-06-22","Novi Sad","29",1.8,"Serbia","Defender - Right-Back","right","Ariel Sports","Without Club","2023-01-01",NA,NA,NA,NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/dusan-mijic/profil/spieler/153705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zarija Lambulic","<U+0417><U+0430><U+0440><U+0438><U+0458><U+0430> <U+041B><U+0430><U+043C><U+0431><U+0443><U+043B><U+0438><U+045B>","1998-05-25","Pe�","24",1.93,"Serbia","Defender - Centre-Back","right",NA,"Beroe Stara Zagora","2023-01-04",NA,NA,NA,"http://www.instagram.com/lambulic_zarija/",NA,NA,"2019-06-09","https://www.transfermarkt.com/zarija-lambulic/profil/spieler/500205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikola Vujadinovic","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430> <U+0412><U+0443><U+0458><U+0430><U+0434><U+0438><U+043D><U+043E><U+0432><U+0438><U+045B>","1986-07-31","Belgrad","36",1.92,"Montenegro Bulgaria","Defender - Centre-Back","left","Nebojsa Vujadinovic","FK Mladost GAT Novi Sad","2023-02-09",NA,NA,NA,NA,NA,NA,"2008-09-01","https://www.transfermarkt.com/nikola-vujadinovic/profil/spieler/58474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milos Milovanovic","<U+041C><U+0438><U+043B><U+043E><U+0448> <U+041C><U+0438><U+043B><U+043E><U+0432><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","1987-12-09","Kraljevo","35",1.86,"Serbia","Defender - Centre-Back","both",NA,"RFK Novi Sad 1921","2023-02-07",NA,NA,NA,NA,NA,NA,"2015-11-23","https://www.transfermarkt.com/milos-milovanovic/profil/spieler/196991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jovan Mituljikic","<U+0408><U+043E><U+0432><U+0430><U+043D> <U+041C><U+0438><U+0442><U+0443><U+0459><U+0438><U+043A><U+0438><U+045B>","2003-01-20","Negotin","20",1.8,"Serbia","midfield - Attacking Midfield","left","Nikola","FK Mladost GAT Novi Sad","2023-01-15","2023-06-30",NA,NA,NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/jovan-mituljikic/profil/spieler/706512",NA,NA,"Red Star Belgrade","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Djordje Denic","<U+0402><U+043E><U+0440><U+0452><U+0435> <U+0414><U+0435><U+043D><U+0438><U+045B>","1996-04-01","Belgrad","26",1.82,"Serbia","midfield - Central Midfield","right","IGdreamsfootball","FK Mladost GAT Novi Sad","2022-09-09","2023-06-30",NA,NA,NA,NA,NA,"2021-05-14","https://www.transfermarkt.com/djordje-denic/profil/spieler/245023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Srdjan Dimitrov","<U+0421><U+0440><U+0452><U+0430><U+043D> <U+0414><U+0438><U+043C><U+0438><U+0442><U+0440><U+043E><U+0432>","1992-07-28","Novi Sad","30",1.75,"Serbia","midfield - Attacking Midfield","right",NA,"Okzhetpes Kokshetau","2023-02-10","2023-12-31",NA,NA,NA,NA,NA,"2013-10-08","https://www.transfermarkt.com/srdjan-dimitrov/profil/spieler/126931",NA,NA,NA,NA,NA,"http://www.facebook.com/srdjan.dimitrovpishta",NA,NA,NA,NA,NA
"Miroslav Maricic","<U+041C><U+0438><U+0440><U+043E><U+0441><U+043B><U+0430><U+0432> <U+041C><U+0430><U+0440><U+0438><U+0447><U+0438><U+045B>","1998-01-21","Ivanjica","25",1.8,"Serbia","midfield - Attacking Midfield","right",NA,"FK Mladost Lucani","2023-01-01",NA,NA,NA,NA,NA,NA,"2020-06-28","https://www.transfermarkt.com/miroslav-maricic/profil/spieler/436900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Branimir Jocic","<U+0411><U+0440><U+0430><U+043D><U+0438><U+043C><U+0438><U+0440> <U+0408><U+043E><U+0447><U+0438><U+045B>","1994-11-30","Sombor","28",1.82,"Serbia","midfield - Defensive Midfield","right",NA,"FK Mladost GAT Novi Sad","2022-01-17",NA,NA,NA,NA,NA,NA,"2018-07-02","https://www.transfermarkt.com/branimir-jocic/profil/spieler/334551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sasa Markovic","<U+0421><U+0430><U+0448><U+0430> <U+041C><U+0430><U+0440><U+043A><U+043E><U+0432><U+0438><U+045B>","1991-03-13","Brus","31",1.84,"Serbia","midfield - Central Midfield","right","IGdreamsfootball","FK Mladost GAT Novi Sad","2023-01-19",NA,NA,NA,NA,NA,1250000,"2012-10-02","https://www.transfermarkt.com/sasa-markovic/profil/spieler/104276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miroslav Bjelos","<U+041C><U+0438><U+0440><U+043E><U+0441><U+043B><U+0430><U+0432> <U+0411><U+0458><U+0435><U+043B><U+043E><U+0448>","1990-10-29","Novi Sad","32",1.78,"Serbia","midfield - Defensive Midfield","left","be.mont soccer agency","FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,NA,NA,NA,"2019-10-28","https://www.transfermarkt.com/miroslav-bjelos/profil/spieler/345204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazar Arsic","<U+041B><U+0430><U+0437><U+0430><U+0440> <U+0410><U+0440><U+0441><U+0438><U+045B>","1991-09-24","Belgrad","31",1.73,"Serbia","midfield - Attacking Midfield","left","Ivan Sports Korea","FK Mladost GAT Novi Sad","2022-08-23","2023-06-30",NA,NA,"http://www.instagram.com/lazar_arsic",NA,NA,"2018-07-02","https://www.transfermarkt.com/lazar-arsic/profil/spieler/157532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danilo Sekulic","<U+0414><U+0430><U+043D><U+0438><U+043B><U+043E> <U+0421><U+0435><U+043A><U+0443><U+043B><U+0438><U+045B>","1990-04-18","Sombor","32",1.81,"Serbia","midfield - Central Midfield","right","GBL","FK Radnicki Belgrade","2023-02-03",NA,NA,NA,NA,NA,NA,"2016-05-29","https://www.transfermarkt.com/danilo-sekulic/profil/spieler/75812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Novica Maksimovic","Novica Maksimovi�","1988-04-04","Sombor","34",1.86,"Serbia","midfield - Defensive Midfield","right","Milan Momcilovic","FK Mladost GAT Novi Sad","2022-07-01","2023-06-30",NA,NA,NA,NA,NA,"2017-12-04","https://www.transfermarkt.com/novica-maksimovic/profil/spieler/78547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danilo Miladinovic",NA,"2002-02-28","Para�in","20",NA,"Serbia","midfield - Attacking Midfield",NA,NA,"FK Jedinstvo Ub","2023-01-21","2024-06-20",NA,NA,NA,NA,NA,"2022-09-12","https://www.transfermarkt.com/danilo-miladinovic/profil/spieler/615641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoran Svonja","<U+0417><U+043E><U+0440><U+0430><U+043D> <U+0428><U+0432><U+043E><U+045A><U+0430>","1996-10-04","Novi Sad","26",1.88,"Serbia","midfield","right",NA,"FK Naftagas Elemir","2023-02-08",NA,NA,NA,NA,NA,NA,"2018-07-02","https://www.transfermarkt.com/zoran-svonja/profil/spieler/274352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrija Radulovic","<U+0410><U+043D><U+0434><U+0440><U+0438><U+0458><U+0430> <U+0420><U+0430><U+0434><U+0443><U+043B><U+043E><U+0432><U+0438><U+045B>","2002-07-03","Kotor","20",1.75,"Montenegro Serbia","Attack - Right Winger","left","M3T Management","FK Radnik Surdulica","2023-01-01","2025-06-30",NA,NA,"http://www.instagram.com/radule_11/",1e+06,1300000,"2020-12-22","https://www.transfermarkt.com/andrija-radulovic/profil/spieler/614194",NA,NA,"Red Star Belgrade","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Milan Savic","<U+041C><U+0438><U+043B><U+0430><U+043D> <U+0421><U+0430><U+0432><U+0438><U+045B>","2000-05-19","Bijeljina","22",1.75,"Bosnia-Herzegovina Serbia","Attack - Right Winger","right",NA,"FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,"http://www.instagram.com/savic__milan/",NA,NA,"2021-06-12","https://www.transfermarkt.com/milan-savic/profil/spieler/454886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cristian",NA,"1999-12-13","Pelotas","23",1.78,"Brazil","Attack - Right Winger","both","Kuniy & W. Sports Marketing Lt","FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,NA,NA,NA,"2022-12-06","https://www.transfermarkt.com/cristian/profil/spieler/675878",NA,NA,NA,NA,NA,NA,NA,"Cristian Daniel Dal Bello Fagundes",NA,NA,NA
"Milan Mirosavljev","<U+041C><U+0438><U+043B><U+0430><U+043D> <U+041C><U+0438><U+0440><U+043E><U+0441><U+0430><U+0432><U+0459><U+0435><U+0432>","1995-04-24","Vrbas","27",1.88,"Serbia","Attack - Centre-Forward","right","Adman Sport Agentur","Zeleznicar Pancevo","2022-09-15","2024-06-30",NA,NA,NA,NA,NA,"2020-06-28","https://www.transfermarkt.com/milan-mirosavljev/profil/spieler/236867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikola Popovic","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430> <U+041F><U+043E><U+043F><U+043E><U+0432><U+0438><U+045B>","1994-05-31","Bor","28",1.88,"Serbia","Attack - Left Winger","right",NA,"Without Club","2023-01-01",NA,NA,NA,NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/nikola-popovic/profil/spieler/243951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romain Gall","Romain Thierry Marie Gall","1995-01-31","Paris","28",1.76,"United States France","Attack - Right Winger","both",NA,"FK Mladost GAT Novi Sad","2023-01-23",NA,NA,NA,"http://www.instagram.com/romaingall/",NA,1500000,"2019-01-16","https://www.transfermarkt.com/romain-gall/profil/spieler/242325",NA,NA,NA,NA,"http://twitter.com/RomainGall",NA,NA,NA,NA,NA,NA
"Milan Vidakov","<U+041C><U+0438><U+043B><U+0430><U+043D> <U+0412><U+0438><U+0434><U+0430><U+043A><U+043E><U+0432>","2000-08-19","Ruma","22",1.84,"Serbia","Attack - Centre-Forward","right","DM 32 STARS","FK Mladost GAT Novi Sad","2022-09-08","2023-06-30",NA,NA,NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/milan-vidakov/profil/spieler/640464",NA,NA,"FK Vojvodina Novi Sad","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Aleksandar Katanic","<U+0410><U+043B><U+0435><U+043A><U+0441><U+0430><U+043D><U+0434><U+0430><U+0440> <U+041A><U+0430><U+0442><U+0430><U+043D><U+0438><U+045B>","1995-08-15","Loznica","27",1.85,"Serbia","Attack - Centre-Forward","right","BSM","Sileks Kratovo","2023-01-30","2023-06-30",NA,NA,NA,NA,NA,"2020-12-22","https://www.transfermarkt.com/aleksandar-katanic/profil/spieler/533504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilija Babic","<U+0418><U+043B><U+0438><U+0458><U+0430> <U+0411><U+0430><U+0431><U+0438><U+045B>","2002-08-03","Novi Sad","20",1.85,"Serbia Bosnia-Herzegovina","Attack - Centre-Forward","right","ROGON","FK Mladost GAT Novi Sad","2022-07-01","2023-06-30",NA,"Puma",NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/ilija-babic/profil/spieler/615602",NA,NA,"Red Star Belgrade","Jun 30, 2026",NA,NA,NA,NA,NA,NA,NA
"Nemanja Milic",NA,"1990-05-25","Sombor","32",NA,"Serbia","Attack - Right Winger","right","Nianelli Sport","FK Mladost GAT Novi Sad","2023-01-01","2023-06-30",NA,"Nike",NA,NA,1e+06,"2010-10-11","https://www.transfermarkt.com/nemanja-milic/profil/spieler/71254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aleksa Marusic","<U+0410><U+043B><U+0435><U+043A><U+0441><U+0430> <U+041C><U+0430><U+0440><U+0443><U+0448><U+0438><U+045B>","1999-06-08","Nik�i�","23",NA,"Montenegro","Attack - Left Winger","right",NA,"FK Decic Tuzi","2023-01-22","2023-06-15",NA,NA,NA,NA,NA,"2022-03-31","https://www.transfermarkt.com/aleksa-marusic/profil/spieler/390084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragoljub Radoman",NA,"2004-01-09","Cetinje","19",NA,"Montenegro","Attack - Right Winger",NA,NA,"GFK Sloboda Uzice","2023-02-09",NA,NA,NA,NA,NA,NA,"2022-06-19","https://www.transfermarkt.com/dragoljub-radoman/profil/spieler/851562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mile Savkovic","<U+041C><U+0438><U+043B><U+0435> <U+0421><U+0430><U+0432><U+043A><U+043E><U+0432><U+0438><U+045B>","1992-03-11","Zrenjanin","30",1.76,"Serbia North Macedonia","Attack - Left Winger","right","Polish Sports Group","FK Smederevo","2023-01-30",NA,NA,NA,NA,NA,NA,"2018-07-02","https://www.transfermarkt.com/mile-savkovic/profil/spieler/131718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoran Karac","Zoran Kara�","1995-06-30","Novi Sad","27",1.8,"Serbia","Attack - Left Winger","right",NA,"FK Zlatibor Cajetina","2023-02-10",NA,NA,NA,NA,NA,NA,"2019-12-10","https://www.transfermarkt.com/zoran-karac/profil/spieler/399498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vido Markovic","<U+0412><U+0438><U+0434><U+043E> <U+041C><U+0430><U+0440><U+043A><U+043E><U+0432><U+0438><U+045B>","2000-10-29","Vrbas","22",1.8,"Serbia","Attack - Right Winger","right",NA,"Radnicki 1912 Sombor","2022-08-26",NA,NA,NA,NA,NA,NA,"2019-06-09","https://www.transfermarkt.com/vido-markovic/profil/spieler/652417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dejan Stanivukovic","<U+0414><U+0435><U+0458><U+0430><U+043D> <U+0421><U+0442><U+0430><U+043D><U+0438><U+0432><U+0443><U+043A><U+043E><U+0432><U+0438><U+045B>","1994-06-19","Sremska Mitrovica","28",1.88,"Serbia","Goalkeeper","right","ck soccer solutions","FK Kolubara Lazarevac","2020-08-18","2023-06-30",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/dejan-stanivukovic/profil/spieler/236922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balsa Popovic","Bal�a Popovi�","2000-06-10",NA,"22",1.94,"Montenegro Serbia","Goalkeeper","right","Lamfoot international","FK Kolubara Lazarevac","2022-01-17","2024-06-30",NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/balsa-popovic/profil/spieler/502017",NA,NA,"OFK Grbalj","-",NA,NA,NA,NA,NA,NA,NA
"Marko Gudzulic","<U+041C><U+0430><U+0440><U+043A><U+043E> <U+0413><U+0443><U+045F><U+0443><U+043B><U+0438><U+045B>","2002-07-05","Kru�evac","20",NA,"Serbia","Goalkeeper","right","Miodrag Raznatovic","FK Kolubara Lazarevac","2022-08-15","2025-06-30",NA,NA,NA,NA,NA,"2021-06-06","https://www.transfermarkt.com/marko-gudzulic/profil/spieler/831591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikola Jankovic","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430> <U+0408><U+0430><U+043D><U+043A><U+043E><U+0432><U+0438><U+045B>","1993-06-07","Lazarevac","29",1.79,"Serbia","Defender - Right-Back","right","Lehmanns Management","FK Mladost GAT Novi Sad","2023-01-01",NA,NA,NA,NA,NA,NA,"2015-06-15","https://www.transfermarkt.com/nikola-jankovic/profil/spieler/199443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nenad Kocovic","<U+041D><U+0435><U+043D><U+0430><U+0434> <U+041A><U+043E><U+0447><U+043E><U+0432><U+0438><U+045B>","1995-02-20","Kragujevac","27",1.83,"Serbia","Defender - Left-Back","left",NA,"FK Kolubara Lazarevac","2021-07-01","2023-07-01","2022-06-10",NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/nenad-kocovic/profil/spieler/332281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilije Bakic","<U+0412><U+0430><U+0441><U+0438><U+043B><U+0438><U+0458><U+0435> <U+0411><U+0430><U+043A><U+0438><U+045B>","2000-05-24","Belgrad","22",1.92,"Serbia","Defender - Centre-Back","left","Marcel Kacinari","FK Kolubara Lazarevac","2021-07-01","2023-06-30",NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/vasilije-bakic/profil/spieler/465568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreja Stojanovic","<U+0410><U+043D><U+0434><U+0440><U+0435><U+0458><U+0430> <U+0421><U+0442><U+043E><U+0458><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","1998-11-12","Belgrad","24",1.83,"Serbia","Defender - Left-Back","left","Seven Stars","FK Radnicki Nis","2022-07-27","2025-05-31",NA,NA,NA,NA,NA,"2022-11-18","https://www.transfermarkt.com/andreja-stojanovic/profil/spieler/653017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefan Marjanovic","<U+0421><U+0442><U+0435><U+0444><U+0430><U+043D> <U+041C><U+0430><U+0440><U+0458><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","1994-07-25","Lazarevac","28",NA,"Serbia","Defender - Centre-Back","right",NA,"FK Radnicki Nis","2023-01-23",NA,NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/stefan-marjanovic/profil/spieler/288531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrija Radovanovic","<U+0410><U+043D><U+0434><U+0440><U+0438><U+0458><U+0430> <U+0420><U+0430><U+0434><U+043E><U+0432><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","2000-09-15","Paracin","22",1.85,"Serbia Slovenia","Defender - Centre-Back","right",NA,"FK Kolubara Lazarevac","2021-01-16","2023-06-30",NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/andrija-radovanovic/profil/spieler/729907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emir Azemovic","Emir Azemovi�","1997-01-06","Novi Pazar","26",1.93,"Montenegro Serbia","Defender - Centre-Back","right","Relatives","FK Kolubara Lazarevac","2022-08-23","2023-06-30",NA,NA,NA,NA,NA,"2019-06-09","https://www.transfermarkt.com/emir-azemovic/profil/spieler/391903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilija Milicevic","<U+0418><U+043B><U+0438><U+0458><U+0430> <U+041C><U+0438><U+043B><U+0438><U+045B><U+0435><U+0432><U+0438><U+045B>","2001-06-20","Belgrad","21",1.9,"Serbia","Defender - Centre-Back",NA,"Igor Gluscevic","FK Kolubara Lazarevac","2023-01-16","2025-06-30",NA,NA,NA,NA,NA,"2021-06-12","https://www.transfermarkt.com/ilija-milicevic/profil/spieler/699756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoran Gajic","<U+0417><U+043E><U+0440><U+0430><U+043D> <U+0413><U+0430><U+0458><U+0438><U+045B>","1990-05-18","Beograd","32",1.87,"Serbia","Defender - Centre-Back","left","Futbolero Internacional","FK Kolubara Lazarevac","2023-01-16","2024-01-15",NA,NA,NA,NA,NA,"2017-12-21","https://www.transfermarkt.com/zoran-gajic/profil/spieler/70328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
